,disease,disease_id,cell_type,cl_id,gene,ensembl_id,mean_expression_disease,disease_sample_size,mean_expression_normal,normal_sample_size,disease_female_sample_size,disease_male_sample_size,normal_female_sample_size,normal_male_sample_size,disease_num_datasets,normal_num_datasets,disease_datasets,normal_datasets,ratio_of_disease_over_normal_for_mean,log2FC,pval_adj,iri,label,type,source,tissue
10,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,TIMP2,ENSG00000035862,0.31394196,34225,0.26747105,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",1.1737418,0.26625973,0.0016593893806564,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
11,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,IGFBP7,ENSG00000163453,4.7754335,34225,5.4526787,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.8757959,-0.9830734,2.5620815357761904e-25,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
12,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,SUGP1,ENSG00000105705,0.3950438,34225,0.3562404,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",1.1089247,0.1789009,0.0054004686524201,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
13,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,APOA1,ENSG00000118137,0.005234999,34225,0.004525549,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",1.1567656,0.2106085,0.6859047307621741,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
14,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,MMP9,ENSG00000100985,0.0026034743,34225,0.0011769987,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",2.21196,1.146354,0.1116884288287778,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
15,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,ITGAM,ENSG00000169896,0.030304512,34225,0.016591195,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",1.8265419,0.8790453,0.0001499345183057,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
16,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,TFF3,ENSG00000160180,0.0067927344,34225,0.008169419,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.8314831,-0.26723516,0.5730997459145896,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
17,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,B2M,ENSG00000273686,1.9618074,34225,3.346983,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.586142,-2.1653044,1.2213277437214568e-187,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
18,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,S100A6,ENSG00000197956,1.216349,34225,1.7567478,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.6923868,-1.0132669,7.445421596779927e-54,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
19,chronic kidney disease,HP_0012622,Proximal tubule epithelial cell,CL:0002306,IL10,ENSG00000136634,0.000658463,34225,0.0035797795,67753,21797,12428,15407,18492,39,102,"KB1,KB2,KB4,KB6,KB7,KB8,KB10,KB14,KB15,KB16,KB18,KB19,KB22,KB24,KB26,KB28,KB29,KB31,KB32,KB34,KB36,KB37,KB39,KB40,KB41,KB42,KB43,KB44,KB45,KB46,KB47,KB51,KB53,KB55,KB56,KB58,KB59,KB60,KB62","KC33,KC34,KC35,KC36,PA1,KC39,KC40,KM69,KM71,KM72,KM102,KM103,PA3,KC82,PA4,KC83,KC84,PA5,KC77,KC78,KC79,KB33,KB48,KB49,KB50,KB52,KB61,KB64,KB65,KB66,KB67,KB68,HBM782.HVML.355,HBM938.WTSR.492,HBM683.HJQF.753,HBM976.LDTR.982,HBM845.SFMK.942,HBM293.NNSQ.773,HBM842.DDTX.473,HBM648.DKQK.874,HBM467.RQDN.922,HBM626.PHCW.834,HBM796.PCWD.863,HBM482.MCCP.264,HBM722.TVXP.469,HBM373.HCFG.722,HBM964.BVWP.737,HBM743.RNWC.765,HBM449.QGGL.994,HBM745.FJML.722,HBM465.STNV.844,HBM593.CLXN.573,HBM425.GDJT.648,HBM368.JCBG.263,HBM439.BQLR.867,HBM253.ZBGF.863,HBM563.FFQJ.764,HBM292.MTQK.563,HBM689.ZKRJ.585,HBM247.HLXR.494,HBM437.LCSH.956,HBM456.XDCK.572,HBM937.TWRN.355,HBM322.XJQZ.894,HBM979.VMDC.365,HBM976.MRWH.263,HBM938.GBST.823,HBM936.MHTZ.834,HBM524.KHPH.599,HBM324.XBMF.465,HBM975.MVDK.648,HBM779.FQMX.497,HBM633.LLDZ.679,HBM793.JDRF.289,HBM787.XCSX.733,HBM525.SJRT.585,HBM752.KZCK.589,HBM734.LFLC.264,HBM675.VBDH.688,HBM933.JFFT.692,HBM688.RPFC.258,HBM573.JGLL.575,HBM349.QCWZ.339,HBM522.FTFK.487,HBM528.DMSV.294,HBM334.DWWF.436,HBM539.GJNB.784,HBM674.FLVW.576,HBM759.CHJW.244,HBM299.VDWT.444,HBM928.THDD.545,HBM363.NTWP.766,HBM874.JPGB.398,HBM745.HTBD.332,HBM823.CNRW.484,HBM879.SGNW.944,HBM264.MJCH.639,HBM445.HBRQ.488,HBM729.TVMN.534,HBM478.VWXX.362,HBM847.MDSJ.826,HBM766.NZWP.682",0.18393953,-2.4448028,0.028894383991833,http://purl.obolibrary.org/obo/UBERON_0004134,kidney proximal tubule epithelial,http://purl.obolibrary.org/obo/UBERON_0000061,https://purl.humanatlas.io/vocab/hp,Proximal tubule epithelial
